315	yagu1244	wuy	wuy	we	w u y	6 7 7	AXZ	WYY	109	109.W.C 109.Y.V 109.Y.V	2.0 1.5 0.8	0	263	w	u	-	y
337	yuwa1244	ye	ye	we	y e	7 7	XZ	YE	115	115.Y.V 115.E.V	1.5 0.8	0	263	-	y	-	e
357	sara1340	u	u	we	u	7	X	Y	84	84.Y.V	1.5	0	263	-	u	-	-
383	awac1239	au	au	we	a u	7 7	XZ	AY	7	7.A.V 7.Y.V	1.5 0.8	0	263	-	a	-	u
														
387	ayac1239	ɲuqant͡ʃik	ɲuqant͡ʃik	we	ɲ u q a n t͡ʃ i k	4 7 1 7 4 2 7 1	AXBYMBYN	NYKANCIK	8	8.N.C 8.Y.V 8.K.C 8.A.V 8.N.c 8.C.C 8.I.V 8.K.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	264	ɲ	u	q	a	n	t͡ʃ	i	k
507	nort2973	ɲukant͡ʃik	ɲukant͡ʃik	we	ɲ u k a n t͡ʃ i k	4 7 1 7 4 2 7 1	AXBYMBYN	NYKANCIK	68	68.N.C 68.Y.V 68.K.C 68.A.V 68.N.c 68.C.C 68.I.V 68.K.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	264	ɲ	u	k	a	n	t͡ʃ	i	k
														
35	baur1253	βiti	βiti	we	β i t i	3 7 1 7	AXBZ	BITI	11	11.B.C 11.I.V 11.T.C 11.I.V	2.0 1.5 1.75 0.8	0	267	β	i	t	i	-	-
128	igna1246	witi	witi	we	w i t i	6 7 1 7	AXBZ	WITI	40	40.W.C 40.I.V 40.T.C 40.I.V	2.0 1.5 1.75 0.8	0	267	w	i	t	i	-	-
170	mash1270	wita	wita	we	w i t a	6 7 1 7	AXBZ	WITA	57	57.W.C 57.I.V 57.T.C 57.A.V	2.0 1.5 1.75 0.8	0	267	w	i	t	a	-	-
232	puin1248	bitu	bitu	we	b i t u	1 7 1 7	AXBZ	PITY	79	79.P.C 79.I.V 79.T.C 79.Y.V	2.0 1.5 1.75 0.8	0	267	b	i	t	u	-	-
283	waor1240	bodo	bodo	we	b o d o	1 7 1 7	AXBZ	PUTU	100	100.P.C 100.U.V 100.T.C 100.U.V	2.0 1.5 1.75 0.8	0	267	b	o	d	o	-	-
284	waor1240	bodito	bodito	we	b o d i t o	1 7 1 7 1 7	AXBYBZ	PUTITU	100	100.P.C 100.U.V 100.T.C 100.I.V 100.T.C 100.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	267	b	o	d	i	t	o
519	pira1253	ti	ti	we	t i	1 7	AX	TI	77	77.T.C 77.I.V	2.0 1.5	0	267	-	-	t	i	-	-
														
391	boro1282	pagi	pagi	we	p a g i	1 7 1 7	AXBZ	PAKI	12	12.P.C 12.A.V 12.K.C 12.I.V	2.0 1.5 1.75 0.8	0	268	p	a	g	i
														
395	cand1248	i	i	we	i	7	X	I	13	13.I.V	1.5	0	269	i
														
399	capa1241	no	no	we	n o	4 7	AX	NU	15	15.N.C 15.U.V	2.0 1.5	0	270	n	o
														
120	para1311	haʔe	haʔe	we	h a ʔ e	3 7 1 7	AXBZ	HAHE	75	75.H.C 75.A.V 75.H.C 75.E.V	2.0 1.5 1.75 0.8	1	274	h	a	-	ʔ	e	-	-	-	-
121	para1311	haʔecupe	haʔecupe	we	h a ʔ e c u p e	3 7 1 7 1 7 1 7	AXBYBYBZ	HAHECYPE	75	75.H.C 75.A.V 75.H.C 75.E.V 75.C.C 75.Y.V 75.P.C 75.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	274	h	a	-	ʔ	e	c	u	p	e
414	cent2142	hiwsa	hiwsa	we	h i w s a	3 7 6 3 7	AXMBZ	HIWSA	20	20.H.C 20.I.V 20.W.c 20.S.C 20.A.V	2.0 1.5 1.1 1.75 0.8	0	274	h	i	w	s	a	-	-	-	-
														
329	pume1238	arore	arore	we	a r o r e	7 5 7 5 7	XBYBZ	ARURE	80	80.A.V 80.R.C 80.U.V 80.R.C 80.E.V	1.5 1.75 1.3 1.75 0.8	0	275	a	r	o	r	e
418	chac1249	lala	lala	we	l a l a	5 7 5 7	AXBZ	LALA	21	21.L.C 21.A.V 21.L.C 21.A.V	2.0 1.5 1.75 0.8	0	275	-	l	a	l	a
														
15	arao1248	kada	kada	we	k a d a	1 7 1 7	AXBZ	KATA	4	4.K.C 4.A.V 4.T.C 4.A.V	2.0 1.5 1.75 0.8	0	277	k	a	-	d	a	-	-
16	arao1248	kadaha	kadaha	we	k a d a h a	1 7 1 7 3 7	AXBYBZ	KATAHA	4	4.K.C 4.A.V 4.T.C 4.A.V 4.H.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	277	k	a	-	d	a	h	a
17	arao1248	kama	kama	we	k a m a	1 7 4 7	AXBZ	KAMA	4	4.K.C 4.A.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	0	277	k	a	-	m	a	-	-
18	arao1248	kamaha	kamaha	we	k a m a h a	1 7 4 7 3 7	AXBYBZ	KAMAHA	4	4.K.C 4.A.V 4.M.C 4.A.V 4.H.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	277	k	a	-	m	a	h	a
29	bari1297	cyiidyi	cyiidyi	we	c y ii d y i	1 7 7 1 7 7	AXYBYZ	CYITYI	10	10.C.C 10.Y.V 10.I.V 10.T.C 10.Y.V 10.I.V	2.0 1.5 1.3 1.75 1.3 0.8	0	277	c	y	ii	d	y	-	i
349	gali1262	kiko	kiko	we	k i k o	1 7 1 7	AXBZ	KIKU	36	36.K.C 36.I.V 36.K.C 36.U.V	2.0 1.5 1.75 0.8	0	277	k	i	-	k	o	-	-
428	chay1248	kija	kija	we	k i j a	1 7 6 7	AXBZ	KIJA	23	23.K.C 23.I.V 23.J.C 23.A.V	2.0 1.5 1.75 0.8	0	277	k	i	-	j	a	-	-
440	chol1284	kiha	kiha	we	k i h a	1 7 3 7	AXBZ	KIHA	26	26.K.C 26.I.V 26.H.C 26.A.V	2.0 1.5 1.75 0.8	0	277	k	i	-	h	a	-	-
462	iqui1243	kina	kina	we	k i n a	1 7 4 7	AXBZ	KINA	42	42.K.C 42.I.V 42.N.C 42.A.V	2.0 1.5 1.75 0.8	0	277	k	i	-	n	a	-	-
511	ocai1244	xaajóh	xaajóh	we	x aa j ó h	3 7 6 7 3	AXBYN	GAJUH	70	70.G.C 70.A.V 70.J.C 70.U.V 70.H.c	2.0 1.5 1.75 1.3 0.8	0	277	x	aa	-	j	ó	h	-
590	mill1237	kut͡ʃu	kut͡ʃu	we	k u t͡ʃ u	1 7 2 7	AXBZ	KYCY	58	58.K.C 58.Y.V 58.C.C 58.Y.V	2.0 1.5 1.75 0.8	0	277	k	u	-	t͡ʃ	u	-	-
														
103	nort2972	dai	dai	we	d a i	1 7 7	AXZ	TAI	67	67.T.C 67.A.V 67.I.V	2.0 1.5 0.8	0	278	d	a	-	i
110	epen1239	taci	taci	we	t a c i	1 7 1 7	AXBZ	TACI	34	34.T.C 34.A.V 34.C.C 34.I.V	2.0 1.5 1.75 0.8	0	278	t	a	c	i
111	epen1239	tai	tai	we	t a i	1 7 7	AXZ	TAI	34	34.T.C 34.A.V 34.I.V	2.0 1.5 0.8	0	278	t	a	-	i
432	chib1270	t͡ʃie	t͡ʃie	we	t͡ʃ i e	2 7 7	AXZ	CIE	24	24.C.C 24.I.V 24.E.V	2.0 1.5 0.8	0	278	t͡ʃ	i	-	e
														
73	cayu1262	rihi	rihi	we	r i h i	5 7 3 7	AXBZ	RIHI	19	19.R.C 19.I.V 19.H.C 19.I.V	2.0 1.5 1.75 0.8	0	279	r	i	h	-	i	-
74	cayu1262	ihi	ihi	we	i h i	7 3 7	XBZ	IHI	19	19.I.V 19.H.C 19.I.V	1.5 1.75 0.8	0	279	-	i	h	-	i	-
93	cofa1242	igi	igi	we	i g i	7 1 7	XBZ	IKI	27	27.I.V 27.K.C 27.I.V	1.5 1.75 0.8	0	279	-	i	g	-	i	-
177	movi1243	ide	ide	we	i d e	7 1 7	XBZ	ITE	62	62.I.V 62.T.C 62.E.V	1.5 1.75 0.8	0	279	-	i	d	-	e	-
227	pila1245	koʔmi	koʔmi	we	k o ʔ m i	1 7 1 4 7	AXBCZ	KUHMI	76	76.K.C 76.U.V 76.H.C 76.M.C 76.I.V	2.0 1.5 1.75 1.5 0.8	0	279	k	o	ʔ	m	i	-
436	chip1262	ut͡ʃum	ut͡ʃum	we	u t͡ʃ u m	7 2 7 4	XBYN	YCYM	25	25.Y.V 25.C.C 25.Y.V 25.M.c	1.5 1.75 1.3 0.8	0	279	-	u	t͡ʃ	-	u	m
														
85	iyow1239	yemel	yemel	we	y e m e l	7 7 4 7 5	XYBYN	YEMEL	44	44.Y.V 44.E.V 44.M.C 44.E.V 44.L.c	1.5 1.3 1.75 1.3 0.8	0	282	-	-	-	-	-	y	e	m	e	l	-
98	colo1256	cikila	cikila	we	c i k i l a	1 7 1 7 5 7	AXBYBZ	CIKILA	28	28.C.C 28.I.V 28.K.C 28.I.V 28.L.C 28.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	282	-	-	-	-	c	-	i	k	i	l	a
203	niva1238	yiwaacael	yiwaacael	we	y i w aa c a e l	7 7 6 7 1 7 7 5	XYBYBYYN	YIWACAEL	66	66.Y.V 66.I.V 66.W.C 66.A.V 66.C.C 66.A.V 66.E.V 66.L.c	1.5 1.3 1.75 1.3 1.75 1.3 1.3 0.8	0	282	y	i	w	aa	c	-	a	-	e	l	-
														
444	cusc1236	ɲuqant͡ʃis	ɲuqant͡ʃis	we	ɲ u q a n t͡ʃ i s	4 7 1 7 4 2 7 3	AXBYMBYN	NYKANCIS	29	29.N.C 29.Y.V 29.K.C 29.A.V 29.N.c 29.C.C 29.I.V 29.S.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	283	ɲ	u	q	a	n	t͡ʃ	i	s
														
448	djeo1235	ħirø	ħirø	we	ħ i r ø	3 7 5 7	AXBZ	HIRU	31	31.H.C 31.I.V 31.R.C 31.U.V	2.0 1.5 1.75 0.8	0	284	ħ	i	r	ø
														
79	east2555	yade	yade	we	y a d e	7 7 1 7	XYBZ	YATE	32	32.Y.V 32.A.V 32.T.C 32.E.V	1.5 1.3 1.75 0.8	0	285	y	a	d	e
293	waur1244	aicu	aicu	we	a i c u	7 7 1 7	XYBZ	AICY	103	103.A.V 103.I.V 103.C.C 103.Y.V	1.5 1.3 1.75 0.8	0	285	a	i	c	u
														
458	hixk1239	kɨwro	kɨwro	we	k ɨ w r o	1 7 6 5 7	AXMBZ	KIWRU	38	38.K.C 38.I.V 38.W.c 38.R.C 38.U.V	2.0 1.5 1.1 1.75 0.8	0	289	k	ɨ	w	r	o
														
342	hupd1244	ʔin	ʔin	we	ʔ i n	1 7 4	AXN	HIN	39	39.H.C 39.I.V 39.N.c	2.0 1.5 0.8	0	290	ʔ	i	n
														
345	imba1240	nukanchik	nukanchik	we	n u k a n c h i k	4 7 1 7 4 1 3 7 1	AXBYMBCYN	NYKANCHIK	41	41.N.C 41.Y.V 41.K.C 41.A.V 41.N.c 41.C.C 41.H.C 41.I.V 41.K.c	2.0 1.5 1.75 1.3 1.1 1.75 1.5 1.3 0.8	0	292	n	u	k	a	n	c	h	i	k
														
135	iton1250	dihniʔke	dihniʔke	we	d i h n i ʔ k e	1 7 3 4 7 1 1 7	AXBCYMBZ	TIHNIHKE	43	43.T.C 43.I.V 43.H.C 43.N.C 43.I.V 43.H.c 43.K.C 43.E.V	2.0 1.5 1.75 1.5 1.3 1.1 1.75 0.8	0	294	d	i	h	n	i	-	-	ʔ	k	e
136	iton1250	dihniteʔke	dihniteʔke	we	d i h n i t e ʔ k e	1 7 3 4 7 1 7 1 1 7	AXBCYBYMBZ	TIHNITEHKE	43	43.T.C 43.I.V 43.H.C 43.N.C 43.I.V 43.T.C 43.E.V 43.H.c 43.K.C 43.E.V	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.1 1.75 0.8	0	294	d	i	h	n	i	t	e	ʔ	k	e
137	iton1250	sihniʔke	sihniʔke	we	s i h n i ʔ k e	3 7 3 4 7 1 1 7	AXBCYMBZ	SIHNIHKE	43	43.S.C 43.I.V 43.H.C 43.N.C 43.I.V 43.H.c 43.K.C 43.E.V	2.0 1.5 1.75 1.5 1.3 1.1 1.75 0.8	0	294	s	i	h	n	i	-	-	ʔ	k	e
138	iton1250	sihniteʔke	sihniteʔke	we	s i h n i t e ʔ k e	3 7 3 4 7 1 7 1 1 7	AXBCYBYMBZ	SIHNITEHKE	43	43.S.C 43.I.V 43.H.C 43.N.C 43.I.V 43.T.C 43.E.V 43.H.c 43.K.C 43.E.V	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.1 1.75 0.8	0	294	s	i	h	n	i	t	e	ʔ	k	e
151	leng1262	ninkoo	ninkoo	we	n i n k oo	4 7 4 1 7	AXMBZ	NINKU	52	52.N.C 52.I.V 52.N.c 52.K.C 52.U.V	2.0 1.5 1.1 1.75 0.8	0	294	-	-	-	n	i	-	-	n	k	oo
324	yami1256	noko	noko	we	n o k o	4 7 1 7	AXBZ	NUKU	111	111.N.C 111.U.V 111.K.C 111.U.V	2.0 1.5 1.75 0.8	0	294	-	-	-	n	o	-	-	-	k	o
581	yano1262	pɨhɨkɨ	pɨhɨkɨ	we	p ɨ h ɨ k ɨ	1 7 3 7 1 7	AXBYBZ	PIHIKI	113	113.P.C 113.I.V 113.H.C 113.I.V 113.K.C 113.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	294	p	ɨ	h	-	ɨ	-	-	-	k	ɨ
														
84	iyow1239	sam	sam	we	s a m	3 7 4	AXN	SAM	44	44.S.C 44.A.V 44.M.c	2.0 1.5 0.8	0	295	s	a	m
143	kain1272	ʔen	ʔen	we	ʔ e n	1 7 4	AXN	HEN	46	46.H.C 46.E.V 46.N.c	2.0 1.5 0.8	0	295	ʔ	e	n
171	mash1270	ha	ha	we	h a	3 7	AX	HA	57	57.H.C 57.A.V	2.0 1.5	0	295	h	a	-
														
466	jebe1250	kuða	kuða	we	k u ð a	1 7 3 7	AXBZ	KYDA	45	45.K.C 45.Y.V 45.D.C 45.A.V	2.0 1.5 1.75 0.8	0	296	k	u	ð	a
														
52	pano1254	noki	noki	we	n o k i	4 7 1 7	AXBZ	NUKI	74	74.N.C 74.U.V 74.K.C 74.I.V	2.0 1.5 1.75 0.8	0	298	-	-	-	n	o	k	i
53	pano1254	no	no	we	n o	4 7	AX	NU	74	74.N.C 74.U.V	2.0 1.5	0	298	-	-	-	n	o	-	-
71	cayu1262	ona	ona	we	o n a	7 4 7	XBZ	UNA	19	19.U.V 19.N.C 19.A.V	1.5 1.75 0.8	0	298	-	-	o	n	a	-	-
72	cayu1262	onara	onara	we	o n a r a	7 4 7 5 7	XBYBZ	UNARA	19	19.U.V 19.N.C 19.A.V 19.R.C 19.A.V	1.5 1.75 1.3 1.75 0.8	0	298	-	-	o	n	a	r	a
147	kara1500	ini	ini	we	i n i	7 4 7	XBZ	INI	47	47.I.V 47.N.C 47.I.V	1.5 1.75 0.8	0	298	-	-	i	n	i	-	-
162	macu1259	anna	anna	we	a nn a	7 4 7	XBZ	ANA	54	54.A.V 54.N.C 54.A.V	1.5 1.75 0.8	0	298	-	-	a	nn	a	-	-
223	enap1235	ana	ana	we	a n a	7 4 7	XBZ	ANA	33	33.A.V 33.N.C 33.A.V	1.5 1.75 0.8	0	298	-	-	a	n	a	-	-
243	siri1273	nane	nane	we	n a n e	4 7 4 7	AXBZ	NANE	89	89.N.C 89.A.V 89.N.C 89.E.V	2.0 1.5 1.75 0.8	0	298	n	-	a	n	e	-	-
301	waya1270	yane	yane	we	y a n e	7 7 4 7	XYBZ	YANE	104	104.Y.V 104.A.V 104.N.C 104.E.V	1.5 1.3 1.75 0.8	0	298	-	y	a	n	e	-	-
314	yagu1244	nay	nay	we	n a y	4 7 7	AXZ	NAY	109	109.N.C 109.A.V 109.Y.V	2.0 1.5 0.8	0	298	-	-	-	n	a	-	y
316	yagu1244	nuy	nuy	we	n u y	4 7 7	AXZ	NYY	109	109.N.C 109.Y.V 109.Y.V	2.0 1.5 0.8	0	298	-	-	-	n	u	-	y
323	yami1256	no	no	we	n o	4 7	AX	NU	111	111.N.C 111.U.V	2.0 1.5	0	298	-	-	-	n	o	-	-
352	gali1262	nana	nana	we	n a n a	4 7 4 7	AXBZ	NANA	36	36.N.C 36.A.V 36.N.C 36.A.V	2.0 1.5 1.75 0.8	0	298	n	-	a	n	a	-	-
403	cash1251	nu	nu	we	n u	4 7	AX	NY	16	16.N.C 16.Y.V	2.0 1.5	0	298	-	-	-	n	u	-	-
407	cash1254	nu	nu	we	n u	4 7	AX	NY	17	17.N.C 17.Y.V	2.0 1.5	0	298	-	-	-	n	u	-	-
422	chac1251	no	no	we	n o	4 7	AX	NU	22	22.N.C 22.U.V	2.0 1.5	0	298	-	-	-	n	o	-	-
														
470	kari1311	ita	ita	we	i t a	7 1 7	XBZ	ITA	48	48.I.V 48.T.C 48.A.V	1.5 1.75 0.8	0	299	i	t	a
														
189	mund1330	oceji	oceji	we	o c e j i	7 1 7 6 7	XBYBZ	UCEJI	63	63.U.V 63.C.C 63.E.V 63.J.C 63.I.V	1.5 1.75 1.3 1.75 0.8	0	300	o	c	e	j	i	-	-
251	taca1256	ekaneda	ekaneda	we	e k a n e d a	7 1 7 4 7 1 7	XBYBYBZ	EKANETA	91	91.E.V 91.K.C 91.A.V 91.N.C 91.E.V 91.T.C 91.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	300	e	k	a	n	e	d	a
252	taca1256	ekanaho	ekanaho	we	e k a n a h o	7 1 7 4 7 3 7	XBYBYBZ	EKANAHU	91	91.E.V 91.K.C 91.A.V 91.N.C 91.A.V 91.H.C 91.U.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	300	e	k	a	n	a	h	o
477	kunz1244	kuna	kuna	we	k u n a	1 7 4 7	AXBZ	KYNA	50	50.K.C 50.Y.V 50.N.C 50.A.V	2.0 1.5 1.75 0.8	0	300	-	k	u	n	a	-	-
														
481	leco1242	t͡ʃera	t͡ʃera	we	t͡ʃ e r a	2 7 5 7	AXBZ	CERA	51	51.C.C 51.E.V 51.R.C 51.A.V	2.0 1.5 1.75 0.8	0	301	t͡ʃ	e	r	a
														
155	maca1260	inekhewel	inekhewel	we	i n e k h e w e l	7 4 7 1 3 7 6 7 5	XBYBCYBYN	INEKHEWEL	53	53.I.V 53.N.C 53.E.V 53.K.C 53.H.C 53.E.V 53.W.C 53.E.V 53.L.c	1.5 1.75 1.3 1.75 1.5 1.3 1.75 1.3 0.8	0	303	i	n	e	k	h	e	w	e	l	-	-	-
156	maca1260	inekhewelkiʔ	inekhewelkiʔ	we	i n e k h e w e l k i ʔ	7 4 7 1 3 7 6 7 5 1 7 1	XBYBCYBYMBYN	INEKHEWELKIH	53	53.I.V 53.N.C 53.E.V 53.K.C 53.H.C 53.E.V 53.W.C 53.E.V 53.L.c 53.K.C 53.I.V 53.H.c	1.5 1.75 1.3 1.75 1.5 1.3 1.75 1.3 1.1 1.75 1.3 0.8	0	303	i	n	e	k	h	e	w	e	l	k	i	ʔ
157	maca1260	yekhewelil	yekhewelil	we	y e k h e w e l i l	7 7 1 3 7 6 7 5 7 5	XYBCYBYBYN	YEKHEWELIL	53	53.Y.V 53.E.V 53.K.C 53.H.C 53.E.V 53.W.C 53.E.V 53.L.C 53.I.V 53.L.c	1.5 1.3 1.75 1.5 1.3 1.75 1.3 1.75 1.3 0.8	0	303	y	-	e	k	h	e	w	e	l	-	i	l
515	onaa1245	ikuwa	ikuwa	we	i k u w a	7 1 7 6 7	XBYBZ	IKYWA	71	71.I.V 71.K.C 71.Y.V 71.W.C 71.A.V	1.5 1.75 1.3 1.75 0.8	0	303	-	-	i	k	-	u	w	a	-	-	-	-
555	tehu1242	okwa:	okwa:	we	o k w a:	7 1 6 7	XBCZ	UKWA	93	93.U.V 93.K.C 93.W.C 93.A.V	1.5 1.75 1.5 0.8	0	303	-	-	o	k	-	-	w	a:	-	-	-	-
														
485	mapu1245	iɲt͡ʃiw	iɲt͡ʃiw	we	i ɲ t͡ʃ i w	7 4 2 7 6	XMBYN	INCIW	55	55.I.V 55.N.c 55.C.C 55.I.V 55.W.c	1.5 1.1 1.75 1.3 0.8	0	305	-	i	ɲ	t͡ʃ	i	w
535	sanb1242	nan	nan	we	n a n	4 7 4	AXN	NAN	83	83.N.C 83.A.V 83.N.c	2.0 1.5 0.8	0	305	n	a	n	-	-	-
562	urar1246	kana	kana	we	k a n a	1 7 4 7	AXBZ	KANA	98	98.K.C 98.A.V 98.N.C 98.A.V	2.0 1.5 1.75 0.8	0	305	k	a	n	-	a	-
														
86	iyow1239	samel	samel	we	s a m e l	3 7 4 7 5	AXBYN	SAMEL	44	44.S.C 44.A.V 44.M.C 44.E.V 44.L.c	2.0 1.5 1.75 1.3 0.8	0	309	-	-	-	s	a	m	e	l	-
308	wich1264	namil	namil	we	n a m i l	4 7 4 7 5	AXBYN	NAMIL	107	107.N.C 107.A.V 107.M.C 107.I.V 107.L.c	2.0 1.5 1.75 1.3 0.8	0	309	n	-	-	-	a	m	i	l	-
361	wich1264	nlhamilh	nlhamilh	we	n l h a m i l h	4 5 3 7 4 7 5 3	AXBYBYLN	NLHAMILH	107	107.N.C 107.L.V 107.H.C 107.A.V 107.M.C 107.I.V 107.L.c 107.H.c	2.0 1.5 1.75 1.3 1.75 1.3 1.1 0.8	0	309	n	-	l	h	a	m	i	l	h
362	wich1264	namilh	namilh	we	n a m i l h	4 7 4 7 5 3	AXBYLN	NAMILH	107	107.N.C 107.A.V 107.M.C 107.I.V 107.L.c 107.H.c	2.0 1.5 1.75 1.3 1.1 0.8	0	309	n	-	-	-	a	m	i	l	h
363	wich1264	tolhamilh	tolhamilh	we	t o l h a m i l h	1 7 5 3 7 4 7 5 3	AXMBYBYLN	TULHAMILH	107	107.T.C 107.U.V 107.L.c 107.H.C 107.A.V 107.M.C 107.I.V 107.L.c 107.H.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.1 0.8	0	309	t	o	l	h	a	m	i	l	h
491	moco1246	qomiʔ	qomiʔ	we	q o m i ʔ	1 7 4 7 1	AXBYN	KUMIH	60	60.K.C 60.U.V 60.M.C 60.I.V 60.H.c	2.0 1.5 1.75 1.3 0.8	0	309	-	-	-	q	o	m	i	ʔ	-
566	wich1262	nɬamiɬ	nɬamiɬ	we	n ɬ a m i ɬ	4 5 7 4 7 5	ACXBYN	NLAMIL	106	106.N.C 106.L.C 106.A.V 106.M.C 106.I.V 106.L.c	2.0 1.5 1.5 1.75 1.3 0.8	0	309	n	-	ɬ	-	a	m	i	ɬ	-
														
495	mose1249	tsin	tsin	we	t s i n	1 3 7 4	ACXN	TSIN	61	61.T.C 61.S.C 61.I.V 61.N.c	2.0 1.5 1.5 0.8	0	310	t	s	i	n
														
188	mund1330	wiyji	wiyji	we	w i y j i	6 7 7 6 7	AXYBZ	WIYJI	63	63.W.C 63.I.V 63.Y.V 63.J.C 63.I.V	2.0 1.5 1.3 1.75 0.8	0	312	w	i	y	j	i
338	yuwa1244	yeti	yeti	we	y e t i	7 7 1 7	XYBZ	YETI	115	115.Y.V 115.E.V 115.T.C 115.I.V	1.5 1.3 1.75 0.8	0	312	-	y	e	t	i
														
499	muni1258	wü	wü	we	w ü	6 7	AX	WY	64	64.W.C 64.Y.V	2.0 1.5	0	313	w	ü
														
195	nina1238	kahowamak	kahowamak	we	k a h o w a m a k	1 7 3 7 6 7 4 7 1	AXBYBYBYN	KAHUWAMAK	65	65.K.C 65.A.V 65.H.C 65.U.V 65.W.C 65.A.V 65.M.C 65.A.V 65.K.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	0	314	k	a	h	-	o	w	a	m	a	k
196	nina1238	wamak	wamak	we	w a m a k	6 7 4 7 1	AXBYN	WAMAK	65	65.W.C 65.A.V 65.M.C 65.A.V 65.K.c	2.0 1.5 1.75 1.3 0.8	0	314	-	-	-	-	-	w	a	m	a	k
